,FIPS,Combined_Key,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20
196,34003,Bergen - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,71.0,45.0,12.0,47.0,10.0,11.0,63.0,51.0,31.0,45.0,45.0,18.0,29.0,68.0,58.0,60.0,46.0,27.0,26.0,20.0,0.0,89.0,31.0,27.0,20.0,1.0,5.0,42.0,55.0,79.0,51.0,15.0,8.0,5.0,46.0,28.0,30.0,10.0,19.0,7.0,3.0,30.0,21.0,14.0,20.0,7.0,5.0,5.0,14.0,26.0,8.0,7.0,6.0,4.0,0.0,3.0,19.0,6.0,14.0,6.0,6.0,1.0,4.0,11.0,8.0,8.0,1.0,6.0,3.0,7.0,7.0,11.0,3.0,15.0,0.0,0.0,9.0,8.0,3.0,7.0,2.0,3.0,5.0,5.0,8.0,265.0,2.0,2.0,0.0,2.0,4.0,7.0,0.0
197,34005,Burlington - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,4.0,17.0,7.0,2.0,3.0,1.0,3.0,0.0,7.0,8.0,5.0,7.0,6.0,4.0,8.0,11.0,13.0,14.0,2.0,3.0,0.0,15.0,13.0,8.0,5.0,4.0,4.0,2.0,8.0,6.0,14.0,10.0,1.0,0.0,6.0,2.0,2.0,0.0,12.0,5.0,4.0,1.0,2.0,2.0,2.0,9.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,3.0,13.0,0.0,7.0,10.0,5.0,1.0,6.0,7.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,41.0,0.0,2.0,3.0,2.0,3.0,4.0,1.0
198,34007,Camden - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,10.0,1.0,6.0,0.0,3.0,3.0,6.0,8.0,11.0,4.0,9.0,1.0,7.0,0.0,13.0,10.0,2.0,12.0,3.0,1.0,2.0,12.0,11.0,8.0,6.0,2.0,0.0,17.0,9.0,4.0,6.0,18.0,8.0,2.0,9.0,10.0,10.0,6.0,6.0,4.0,3.0,4.0,7.0,4.0,9.0,4.0,4.0,1.0,0.0,6.0,5.0,9.0,7.0,4.0,0.0,1.0,7.0,6.0,5.0,7.0,5.0,5.0,7.0,13.0,6.0,0.0,6.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,49.0,4.0,2.0,3.0,2.0,4.0,4.0,10.0
199,34009,Cape May - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
200,34011,Cumberland - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,3.0,6.0,2.0,4.0,3.0,0.0,5.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,2.0,3.0,1.0,0.0,7.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,4.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,12.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0
201,34013,Essex - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,65.0,30.0,19.0,37.0,17.0,14.0,46.0,44.0,45.0,31.0,60.0,16.0,5.0,102.0,55.0,52.0,42.0,48.0,8.0,11.0,0.0,137.0,44.0,43.0,44.0,4.0,5.0,62.0,49.0,47.0,54.0,25.0,17.0,10.0,27.0,30.0,26.0,27.0,12.0,9.0,8.0,17.0,34.0,14.0,24.0,14.0,1.0,15.0,16.0,5.0,8.0,6.0,4.0,11.0,0.0,10.0,16.0,12.0,11.0,10.0,7.0,3.0,5.0,15.0,7.0,8.0,0.0,6.0,3.0,12.0,1.0,0.0,5.0,13.0,4.0,6.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,247.0,4.0,3.0,3.0,0.0,0.0,3.0,6.0
202,34015,Gloucester - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,6.0,2.0,2.0,1.0,0.0,10.0,2.0,3.0,6.0,7.0,2.0,2.0,7.0,2.0,6.0,8.0,7.0,3.0,1.0,8.0,2.0,2.0,3.0,2.0,0.0,4.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
203,34017,Hudson - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,27.0,15.0,15.0,19.0,9.0,5.0,11.0,19.0,10.0,31.0,20.0,43.0,10.0,41.0,35.0,53.0,55.0,14.0,178.0,0.0,24.0,21.0,9.0,40.0,0.0,0.0,12.0,49.0,36.0,40.0,21.0,15.0,11.0,0.0,25.0,33.0,32.0,10.0,9.0,15.0,27.0,4.0,7.0,25.0,10.0,3.0,12.0,11.0,14.0,24.0,15.0,13.0,4.0,1.0,0.0,6.0,15.0,3.0,7.0,5.0,10.0,0.0,5.0,4.0,7.0,6.0,5.0,8.0,8.0,9.0,7.0,0.0,4.0,7.0,1.0,2.0,33.0,1.0,3.0,1.0,0.0,0.0,14.0,0.0,8.0,128.0,1.0,3.0,1.0,0.0,2.0,6.0,0.0
204,34019,Hunterdon - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,4.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
205,34021,Mercer - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,3.0,3.0,5.0,4.0,8.0,3.0,10.0,1.0,3.0,18.0,5.0,11.0,14.0,9.0,3.0,9.0,0.0,23.0,18.0,15.0,5.0,5.0,6.0,18.0,8.0,11.0,8.0,13.0,3.0,1.0,24.0,18.0,15.0,9.0,8.0,4.0,6.0,9.0,11.0,14.0,12.0,10.0,11.0,1.0,14.0,9.0,7.0,5.0,4.0,2.0,1.0,2.0,6.0,4.0,4.0,4.0,2.0,3.0,2.0,8.0,7.0,7.0,1.0,1.0,3.0,5.0,1.0,0.0,5.0,2.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,5.0,38.0,4.0,1.0,0.0,0.0,0.0,2.0,6.0
206,34023,Middlesex - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,27.0,21.0,8.0,20.0,4.0,7.0,13.0,39.0,13.0,16.0,9.0,16.0,11.0,12.0,32.0,30.0,31.0,4.0,16.0,16.0,0.0,24.0,27.0,17.0,18.0,11.0,13.0,60.0,16.0,40.0,20.0,27.0,21.0,3.0,25.0,39.0,31.0,11.0,11.0,34.0,1.0,7.0,18.0,22.0,24.0,7.0,12.0,4.0,15.0,10.0,8.0,14.0,7.0,13.0,0.0,4.0,5.0,4.0,4.0,17.0,5.0,2.0,1.0,7.0,11.0,10.0,7.0,8.0,3.0,10.0,11.0,5.0,1.0,4.0,2.0,7.0,2.0,9.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,200.0,3.0,7.0,1.0,1.0,3.0,2.0,0.0
207,34025,Monmouth - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,22.0,14.0,10.0,6.0,4.0,4.0,9.0,15.0,12.0,9.0,8.0,8.0,4.0,18.0,22.0,23.0,16.0,15.0,5.0,4.0,0.0,21.0,9.0,13.0,14.0,4.0,11.0,3.0,12.0,24.0,14.0,17.0,10.0,3.0,13.0,19.0,11.0,1.0,10.0,4.0,2.0,15.0,6.0,14.0,15.0,8.0,5.0,5.0,7.0,11.0,6.0,6.0,8.0,5.0,0.0,3.0,16.0,3.0,9.0,9.0,1.0,2.0,9.0,11.0,8.0,3.0,6.0,5.0,0.0,10.0,2.0,9.0,1.0,5.0,5.0,6.0,9.0,1.0,4.0,2.0,0.0,1.0,1.0,4.0,2.0,95.0,5.0,1.0,2.0,0.0,2.0,1.0,6.0
208,34027,Morris - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,24.0,15.0,3.0,8.0,4.0,5.0,27.0,15.0,15.0,18.0,17.0,10.0,0.0,30.0,20.0,4.0,16.0,23.0,2.0,12.0,0.0,40.0,15.0,16.0,7.0,4.0,4.0,22.0,10.0,26.0,17.0,10.0,9.0,0.0,25.0,17.0,12.0,3.0,5.0,5.0,2.0,5.0,8.0,8.0,11.0,11.0,0.0,8.0,3.0,9.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,145.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0
209,34029,Ocean - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,22.0,15.0,7.0,11.0,6.0,9.0,14.0,16.0,18.0,2.0,11.0,6.0,3.0,8.0,17.0,19.0,16.0,11.0,5.0,5.0,0.0,48.0,16.0,15.0,16.0,5.0,8.0,12.0,25.0,30.0,23.0,6.0,14.0,7.0,22.0,14.0,17.0,16.0,6.0,18.0,7.0,15.0,9.0,24.0,15.0,7.0,9.0,7.0,10.0,13.0,5.0,17.0,8.0,0.0,4.0,2.0,12.0,7.0,10.0,5.0,13.0,1.0,3.0,12.0,8.0,2.0,2.0,7.0,7.0,6.0,5.0,11.0,4.0,6.0,4.0,3.0,6.0,2.0,7.0,7.0,3.0,2.0,3.0,10.0,6.0,70.0,4.0,1.0,3.0,2.0,9.0,4.0,2.0
210,34031,Passaic - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,14.0,7.0,12.0,4.0,4.0,11.0,9.0,9.0,11.0,19.0,18.0,12.0,5.0,20.0,26.0,29.0,10.0,22.0,7.0,13.0,0.0,64.0,23.0,33.0,33.0,10.0,12.0,37.0,41.0,57.0,26.0,25.0,8.0,1.0,30.0,27.0,13.0,12.0,19.0,10.0,3.0,18.0,20.0,17.0,14.0,15.0,7.0,1.0,3.0,13.0,9.0,17.0,7.0,2.0,1.0,1.0,7.0,4.0,14.0,8.0,3.0,1.0,2.0,9.0,14.0,3.0,12.0,3.0,3.0,2.0,5.0,2.0,4.0,9.0,2.0,2.0,5.0,1.0,2.0,4.0,0.0,1.0,1.0,4.0,6.0,148.0,4.0,3.0,1.0,2.0,3.0,1.0,0.0
211,34033,Salem - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
212,34035,Somerset - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,14.0,2.0,6.0,1.0,2.0,5.0,9.0,6.0,13.0,10.0,9.0,1.0,6.0,6.0,10.0,20.0,14.0,11.0,12.0,12.0,0.0,13.0,13.0,2.0,21.0,4.0,4.0,15.0,10.0,18.0,12.0,7.0,6.0,3.0,8.0,9.0,5.0,8.0,3.0,2.0,2.0,4.0,1.0,8.0,11.0,4.0,12.0,0.0,7.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,9.0,2.0,1.0,6.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,80.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
213,34037,Sussex - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,4.0,6.0,0.0,5.0,1.0,8.0,3.0,1.0,2.0,2.0,11.0,1.0,7.0,2.0,0.0,12.0,6.0,2.0,7.0,1.0,1.0,4.0,2.0,4.0,7.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
214,34039,Union - New Jersey - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,29.0,5.0,11.0,21.0,5.0,7.0,17.0,30.0,20.0,16.0,34.0,14.0,8.0,21.0,31.0,32.0,29.0,26.0,16.0,15.0,0.0,94.0,34.0,27.0,21.0,8.0,12.0,44.0,26.0,37.0,24.0,17.0,7.0,0.0,31.0,32.0,29.0,15.0,8.0,15.0,8.0,24.0,9.0,22.0,9.0,7.0,11.0,5.0,15.0,17.0,11.0,13.0,4.0,3.0,0.0,6.0,12.0,5.0,13.0,7.0,6.0,1.0,4.0,8.0,2.0,4.0,3.0,3.0,2.0,0.0,3.0,1.0,8.0,9.0,5.0,2.0,2.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,181.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0
